m1,m2,m3,m4,m5,m6,repository,version,ncloc,code_quality,testing_status,Maintainability,Reliability,total
0.6923076923076923,0.02564102564102564,1.0,1.0,1.0,0.4358974358974359,fga-eps-mds-2023-2-Capju-Processmanagement,10-19-2023-19-47-06,5386,0.566923076923077,0.717948717948718,0.2834615384615385,0.358974358974359,0.6424358974358975
0.6923076923076923,0.02564102564102564,1.0,1.0,1.0,0.4358974358974359,fga-eps-mds-2023-2-Capju-Processmanagement,10-19-2023-19-50-18,5386,0.566923076923077,0.717948717948718,0.2834615384615385,0.358974358974359,0.6424358974358975
0.6923076923076923,0.02564102564102564,1.0,1.0,1.0,0.4358974358974359,fga-eps-mds-2023-2-Capju-Processmanagement,10-27-2023-21-28-59,5386,0.566923076923077,0.717948717948718,0.2834615384615385,0.358974358974359,0.6424358974358975
0.6923076923076923,0.02564102564102564,1.0,1.0,1.0,0.4358974358974359,fga-eps-mds-2023-2-Capju-Processmanagement,10-27-2023-21-36-06,5386,0.566923076923077,0.717948717948718,0.2834615384615385,0.358974358974359,0.6424358974358975
0.6923076923076923,0.02564102564102564,1.0,1.0,1.0,0.4358974358974359,fga-eps-mds-2023-2-Capju-Processmanagement,10-27-2023-21-45-34,5386,0.566923076923077,0.717948717948718,0.2834615384615385,0.358974358974359,0.6424358974358975
0.6923076923076923,0.02564102564102564,1.0,1.0,1.0,0.4358974358974359,fga-eps-mds-2023-2-Capju-Processmanagement,11-13-2023-18-26-42,5386,0.566923076923077,0.717948717948718,0.2834615384615385,0.358974358974359,0.6424358974358975
0.6923076923076923,0.02564102564102564,1.0,1.0,1.0,0.4358974358974359,fga-eps-mds-2023-2-Capju-Processmanagement,11-16-2023-21-27-55,5386,0.566923076923077,0.717948717948718,0.2834615384615385,0.358974358974359,0.6424358974358975
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,11-19-2023-22-28-41,5968,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,11-20-2023-19-08-41,5968,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,11-20-2023-21-43-44,5968,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,11-21-2023-20-19-55,5968,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,11-27-2023-09-28-14,6232,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,11-27-2023-09-29-26,6232,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,12-02-2023-15-13-24,6232,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,12-02-2023-15-16-01,6232,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,12-02-2023-15-16-13,6232,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,12-02-2023-15-16-43,6232,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,12-04-2023-20-13-43,6232,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,12-08-2023-19-09-45,6232,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,12-08-2023-21-39-05,6232,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,12-09-2023-14-05-32,6232,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
0.6904761904761905,0.023809523809523808,1.0,1.0,1.0,0.42857142857142855,fga-eps-mds-2023-2-Capju-Processmanagement,12-10-2023-17-08-09,6232,0.5657142857142857,0.7142857142857143,0.28285714285714286,0.35714285714285715,0.64
